u_nodes_ratings_l	v_nodes_ratings_l	ratings_l	company	UserState	UserTimeZone	ItemCity	ItemState	ItemTimeZone
1842	487	4	3	52	12	96	26	2
1543	880	4	3	52	12	49	26	2
78	1977	4	3	52	12	92	10	0
1228	436	4	3	52	12	84	13	2
1262	1743	4	4	52	12	42	7	1
2341	1938	4	4	52	12	56	26	2
705	1251	4	3	52	12	42	7	1
1790	1365	4	0	52	12	56	26	2
2014	400	4	0	52	12	28	28	3
1975	1410	4	0	52	12	89	2	2
1064	506	4	3	52	12	42	7	1
989	932	4	4	52	12	84	13	2
1719	112	4	4	52	12	62	4	0
1849	1877	4	3	52	12	26	22	2
685	1181	4	4	52	12	49	26	2
1482	835	4	4	52	12	84	13	2
2045	111	4	4	52	12	62	4	0
2045	2195	4	4	52	12	62	4	0
2228	2257	4	4	52	12	40	29	0
1237	2005	4	2	52	12	90	21	1
1314	332	4	2	52	12	82	7	1
2005	1365	4	2	52	12	56	26	2
951	1796	4	4	52	12	4	25	3
2298	2259	4	2	52	12	97	13	2
2298	1551	4	2	52	12	50	28	3
866	1976	4	3	52	12	92	10	0
721	178	4	2	52	12	24	12	0
1083	1959	4	1	52	12	26	22	2
1083	1145	4	1	52	12	49	26	2
228	1064	4	4	52	12	89	2	2
1583	2011	4	2	52	12	90	21	1
2269	1644	4	0	52	12	104	7	1
471	1889	4	4	52	12	32	26	2
1843	1869	4	4	52	12	23	26	2
718	76	4	4	52	12	56	26	2
222	2222	4	2	52	12	102	29	0
1920	2222	4	2	52	12	102	29	0
1775	1922	4	2	52	12	86	11	2
1888	1150	4	3	52	12	4	25	3
548	549	4	2	52	12	49	26	2
548	1199	4	2	52	12	26	22	2
1970	1347	4	2	52	12	60	29	0
1334	2087	4	2	52	12	18	20	2
1820	1410	4	1	52	12	89	2	2
1820	1907	4	1	52	12	4	25	3
256	1250	4	4	52	12	49	26	2
1716	1272	4	2	52	12	90	21	1
1173	977	4	4	52	12	22	20	2
954	87	4	4	52	12	3	17	2
734	1845	4	2	52	12	75	26	2
948	2228	4	4	52	12	74	29	0
2019	81	4	4	52	12	72	17	2
781	488	4	0	52	12	26	22	2
1543	120	4	3	52	12	32	26	2
78	660	4	0	52	12	43	7	1
1228	976	4	0	52	12	75	26	2
1657	1392	4	4	52	12	84	13	2
705	1092	4	3	52	12	12	1	2
1786	759	4	2	52	12	63	3	2
1790	1517	4	4	52	12	81	14	1
640	267	4	2	52	12	39	30	1
1975	1371	4	2	52	12	90	21	1
1064	2078	4	3	52	12	89	2	2
989	1841	4	4	52	12	22	20	2
2017	1118	4	2	52	12	104	7	1
1141	1339	4	0	52	12	81	14	1
1177	2107	4	4	52	12	37	9	2
180	1893	4	4	52	12	32	26	2
985	1844	4	4	52	12	75	26	2
1001	826	4	2	52	12	49	26	2
2045	1866	4	2	52	12	56	26	2
1314	578	4	2	52	12	105	24	2
951	1392	4	2	52	12	84	13	2
2298	1551	4	2	52	12	50	28	3
2298	2065	4	2	52	12	97	13	2
913	1876	4	1	52	12	26	22	2
533	1277	4	4	52	12	23	26	2
721	671	4	2	52	12	50	28	3
228	1002	4	2	52	12	83	26	2
2120	1744	4	2	52	12	57	7	1
2269	1178	4	2	52	12	49	26	2
492	549	4	4	52	12	49	26	2
607	2052	4	2	52	12	84	13	2
607	1656	4	2	52	12	18	20	2
320	207	4	1	52	12	25	9	2
1843	1873	4	2	52	12	23	26	2
222	776	4	2	52	12	102	29	0
1920	1347	4	2	52	12	60	29	0
578	1216	4	2	52	12	22	20	2
967	767	4	2	52	12	4	25	3
1795	1145	4	4	52	12	49	26	2
1134	1458	4	4	52	12	23	26	2
247	1846	4	2	52	12	22	20	2
2187	1899	4	2	52	12	22	20	2
1504	2217	4	2	52	12	60	29	0
797	1181	4	0	52	12	49	26	2
1366	1485	4	2	52	12	4	25	3
733	214	4	2	52	12	59	4	0
1970	1061	4	2	52	12	105	24	2
1809	1762	4	2	52	12	48	7	1
476	1959	4	2	52	12	26	22	2
1334	298	4	2	52	12	50	28	3
256	1704	4	2	52	12	56	26	2
1624	631	4	2	52	12	68	28	3
403	2224	4	2	52	12	102	29	0
1230	1685	4	4	52	12	36	23	2
1716	1876	4	2	52	12	26	22	2
2152	974	4	4	52	12	81	14	1
1463	1939	4	2	52	12	56	26	2
1463	1267	4	0	52	12	56	26	2
1173	2242	4	2	52	12	40	29	0
781	977	4	4	52	12	22	20	2
1916	1181	4	2	52	12	49	26	2
1040	1019	4	2	52	12	45	7	1
1239	1893	4	4	52	12	32	26	2
633	1186	4	4	52	12	83	26	2
836	1829	4	2	52	12	1	26	2
78	2176	4	2	52	12	90	21	1
2321	551	4	2	52	12	49	26	2
1195	1178	4	4	52	12	49	26	2
1147	1439	4	2	52	12	14	22	2
430	1963	4	4	52	12	89	2	2
1790	91	4	4	52	12	6	5	3
1116	943	4	4	52	12	72	17	2
1113	1726	4	4	52	12	57	7	1
1670	549	4	2	52	12	49	26	2
1064	834	4	3	52	12	89	2	2
989	288	4	4	52	12	22	20	2
2017	1879	4	2	52	12	26	22	2
575	1791	4	2	52	12	4	25	3
517	1829	4	0	52	12	1	26	2
1719	906	4	2	52	12	16	7	1
180	1890	4	4	52	12	32	26	2
2228	45	4	3	52	12	54	14	1
553	1002	4	4	52	12	83	26	2
2005	178	4	4	52	12	24	12	0
951	1880	4	3	52	12	26	22	2
1483	1211	4	1	52	12	42	7	1
2298	665	4	3	52	12	103	0	0
2298	39	4	3	52	12	78	12	0
533	261	4	1	52	12	89	2	2
1083	1414	4	1	52	12	32	26	2
228	1936	4	3	52	12	56	26	2
2120	958	4	2	52	12	100	13	2
1583	1550	4	2	52	12	64	28	3
2269	401	4	3	52	12	89	2	2
320	938	4	3	52	12	79	11	2
718	1311	4	0	52	12	90	21	1
222	2257	4	4	52	12	40	29	0
1920	79	4	1	52	12	72	17	2
967	1341	4	3	52	12	36	23	2
1795	1860	4	4	52	12	49	26	2
1504	1863	4	1	52	12	83	26	2
548	1485	4	3	52	12	4	25	3
733	549	4	0	52	12	49	26	2
1809	1647	4	4	52	12	104	7	1
1334	210	4	3	52	12	79	11	2
1820	1251	4	3	52	12	42	7	1
403	795	4	0	52	12	49	26	2
1230	47	4	4	52	12	93	7	1
1716	1199	4	2	52	12	26	22	2
2152	1373	4	4	52	12	98	25	3
2019	79	4	4	52	12	72	17	2
1040	296	4	0	52	12	64	28	3
1239	1031	4	1	52	12	32	26	2
836	1949	4	4	52	12	26	22	2
2341	1414	4	4	52	12	32	26	2
1657	1389	4	0	52	12	96	26	2
705	1228	4	3	52	12	94	15	2
42	1835	4	0	52	12	96	26	2
2014	1927	4	4	52	12	49	26	2
989	549	4	4	52	12	49	26	2
2017	1654	4	4	52	12	96	26	2
1141	1199	4	0	52	12	26	22	2
575	689	4	1	52	12	35	15	2
2018	195	4	0	52	12	36	23	2
685	1814	4	0	52	12	12	1	2
1001	1203	4	3	52	12	49	26	2
2045	111	4	4	52	12	62	4	0
1314	1820	4	3	52	12	12	1	2
2005	1655	4	4	52	12	1	26	2
1483	1406	4	4	52	12	1	26	2
866	467	4	3	52	12	62	4	0
533	1824	4	0	52	12	12	1	2
721	346	4	2	52	12	50	28	3
1083	539	4	1	52	12	49	26	2
228	1880	4	0	52	12	26	22	2
228	1181	4	3	52	12	49	26	2
228	1109	4	3	52	12	49	26	2
2120	549	4	2	52	12	49	26	2
2286	217	4	4	52	12	84	13	2
1583	1856	4	2	52	12	49	26	2
2269	1188	4	0	52	12	23	26	2
492	81	4	0	52	12	72	17	2
607	207	4	2	52	12	25	9	2
320	1796	4	3	52	12	4	25	3
320	98	4	3	52	12	6	5	3
1843	1856	4	4	52	12	49	26	2
1920	1959	4	2	52	12	26	22	2
1775	677	4	2	52	12	86	11	2
967	1888	4	3	52	12	32	26	2
1795	971	4	4	52	12	81	14	1
1504	186	4	1	52	12	104	7	1
1052	1004	4	0	52	12	56	26	2
548	1406	4	0	52	12	1	26	2
1809	1232	4	4	52	12	93	7	1
394	1891	4	0	52	12	32	26	2
360	1906	4	3	52	12	14	9	2
1188	116	4	2	52	12	59	4	0
1230	2215	4	4	52	12	6	5	3
1040	711	4	2	52	12	84	13	2
1842	1856	4	0	52	12	49	26	2
1543	1250	4	3	52	12	49	26	2
633	1109	4	0	52	12	49	26	2
836	1956	4	4	52	12	105	24	2
2321	218	4	4	52	12	49	26	2
1195	76	4	0	52	12	56	26	2
1247	93	4	4	52	12	74	29	0
1262	1347	4	4	52	12	60	29	0
1152	1327	4	0	52	12	32	26	2
705	1064	4	3	52	12	89	2	2
1790	1480	4	0	52	12	96	26	2
42	1480	4	0	52	12	96	26	2
1987	1181	4	0	52	12	49	26	2
989	327	4	4	52	12	57	7	1
1719	1957	4	2	52	12	105	24	2
1849	1880	4	1	52	12	26	22	2
841	754	4	0	19	3	22	20	2
1544	1604	4	0	19	3	104	7	1
1544	1737	4	0	19	3	57	7	1
12	297	4	0	19	3	64	28	3
841	145	4	0	19	3	6	5	3
778	1823	4	3	19	3	12	1	2
1544	1604	4	4	19	3	104	7	1
12	347	4	0	19	3	50	28	3
841	1595	4	0	19	3	76	7	1
949	1371	4	2	19	3	90	21	1
1544	346	4	0	19	3	50	28	3
1544	211	4	0	19	3	104	7	1
12	1425	4	0	19	3	93	7	1
841	1294	4	0	19	3	4	25	3
949	976	4	3	19	3	75	26	2
1544	295	4	0	19	3	81	14	1
1544	1641	4	0	19	3	104	7	1
12	1644	4	0	19	3	104	7	1
841	547	4	0	19	3	98	25	3
949	1040	4	3	19	3	22	20	2
348	16	4	4	69	12	94	15	2
1905	2099	4	3	69	12	25	9	2
1123	296	4	3	69	12	64	28	3
278	1883	4	0	69	12	14	22	2
1043	95	4	0	69	12	47	0	0
79	947	4	4	69	12	1	26	2
1899	2004	4	3	69	12	65	21	1
511	1881	4	3	69	12	26	22	2
895	1069	4	3	69	12	12	1	2
1659	214	4	0	69	12	59	4	0
2221	961	4	3	69	12	37	9	2
1960	943	4	2	69	12	72	17	2
544	1475	4	3	69	12	94	15	2
1446	1876	4	3	69	12	26	22	2
1364	1075	4	0	69	12	11	29	0
0	965	4	3	69	12	78	12	0
806	1864	4	2	69	12	83	26	2
64	1274	4	4	69	12	24	12	0
930	503	4	3	69	12	94	15	2
1475	178	4	3	69	12	24	12	0
1590	1558	4	4	69	12	15	28	3
1806	1412	4	3	69	12	35	15	2
1520	549	4	4	69	12	49	26	2
1132	1857	4	0	69	12	49	26	2
814	1880	4	4	69	12	26	22	2
1765	2180	4	3	69	12	59	4	0
459	1585	4	0	69	12	76	7	1
1075	2239	4	2	69	12	2	29	0
204	1953	4	2	69	12	105	24	2
1207	1485	4	2	69	12	4	25	3
1123	932	4	3	69	12	84	13	2
1541	2073	4	2	69	12	94	15	2
2077	767	4	2	69	12	4	25	3
1318	1624	4	4	69	12	43	7	1
1043	90	4	4	69	12	14	22	2
791	1880	4	4	69	12	26	22	2
1899	1053	4	3	69	12	32	26	2
1050	2222	4	2	69	12	102	29	0
1050	2063	4	2	69	12	97	13	2
524	623	4	3	69	12	84	13	2
511	578	4	0	69	12	105	24	2
895	1827	4	4	69	12	104	7	1
803	218	4	3	69	12	49	26	2
1886	1954	4	4	69	12	105	24	2
2234	770	4	0	69	12	76	7	1
983	1856	4	2	69	12	49	26	2
544	922	4	4	69	12	18	20	2
1364	999	4	0	69	12	15	28	3
930	1461	4	0	69	12	32	26	2
1806	2165	4	2	69	12	106	8	0
1776	1273	4	2	69	12	90	21	1
1132	632	4	0	69	12	21	15	2
743	370	4	4	69	12	57	7	1
541	286	4	3	69	12	27	4	0
1278	935	4	0	69	12	22	20	2
1750	954	4	2	69	12	15	28	3
459	1719	4	0	69	12	88	7	1
1289	2111	4	2	69	12	14	9	2
2013	1554	4	2	69	12	50	28	3
2013	1485	4	2	69	12	4	25	3
348	1740	4	2	69	12	57	7	1
1905	870	4	2	69	12	5	29	0
204	1147	4	2	69	12	40	29	0
1207	1558	4	2	69	12	15	28	3
1123	326	4	3	69	12	98	25	3
2077	1250	4	2	69	12	49	26	2
278	1282	4	4	69	12	26	22	2
1318	1827	4	4	69	12	104	7	1
1043	1434	4	2	69	12	78	12	0
791	1505	4	2	69	12	90	21	1
79	1814	4	2	69	12	12	1	2
511	1821	4	4	69	12	12	1	2
1321	584	4	2	69	12	62	4	0
1691	551	4	2	69	12	49	26	2
895	1405	4	4	69	12	90	21	1
983	2176	4	2	69	12	90	21	1
209	876	4	4	69	12	62	4	0
995	692	4	4	69	12	26	22	2
930	1471	4	2	69	12	62	4	0
1590	1549	4	4	69	12	64	28	3
1806	580	4	2	69	12	84	13	2
1694	38	4	4	69	12	78	12	0
1520	2011	4	2	69	12	90	21	1
814	434	4	4	69	12	62	4	0
743	387	4	2	69	12	4	25	3
743	1818	4	4	69	12	12	1	2
541	734	4	4	69	12	94	15	2
1278	698	4	2	69	12	26	22	2
1765	549	4	2	69	12	49	26	2
1750	2173	4	2	69	12	77	8	0
459	1764	4	1	69	12	48	7	1
1905	398	4	3	69	12	5	29	0
1541	1783	4	3	69	12	104	7	1
2077	718	4	1	69	12	3	17	2
79	1740	4	4	69	12	57	7	1
524	571	4	3	69	12	50	28	3
511	1823	4	3	69	12	12	1	2
2234	2200	4	0	69	12	33	3	2
1960	1272	4	2	69	12	90	21	1
1219	1461	4	3	69	12	32	26	2
983	2194	4	4	69	12	62	4	0
544	10	4	3	69	12	94	15	2
1446	1387	4	1	69	12	90	21	1
995	1310	4	0	69	12	105	24	2
64	1791	4	4	69	12	4	25	3
930	6	4	3	69	12	94	15	2
2207	1235	4	4	69	12	105	24	2
819	838	4	4	69	12	26	22	2
1520	1349	4	4	69	12	83	26	2
814	1881	4	4	69	12	26	22	2
743	1697	4	4	69	12	82	7	1
1703	1989	4	0	69	12	106	8	0
1278	892	4	3	69	12	64	28	3
1765	214	4	3	69	12	59	4	0
459	930	4	1	69	12	104	7	1
2013	133	4	3	69	12	11	29	0
348	1494	4	4	69	12	27	4	0
1905	1943	4	3	69	12	73	19	0
1541	1394	4	2	69	12	81	14	1
2077	1508	4	1	69	12	14	9	2
278	2024	4	0	69	12	63	3	2
1318	1930	4	4	69	12	0	6	0
1043	1149	4	4	69	12	50	28	3
1050	551	4	4	69	12	49	26	2
511	219	4	0	69	12	72	17	2
1691	1629	4	3	69	12	27	4	0
1886	11	4	4	69	12	94	15	2
1960	549	4	2	69	12	49	26	2
1637	224	4	0	69	12	39	30	1
0	1170	4	0	69	12	89	2	2
64	1013	4	4	69	12	24	12	0
668	2153	4	2	69	12	72	17	2
930	1176	4	0	69	12	57	7	1
819	1590	4	4	69	12	50	28	3
1806	829	4	4	69	12	7	16	0
1776	287	4	2	69	12	90	21	1
814	1282	4	4	69	12	26	22	2
2134	472	4	3	69	12	101	18	3
743	1540	4	4	69	12	8	7	1
541	1746	4	3	69	12	75	26	2
1278	971	4	3	69	12	81	14	1
1750	1572	4	1	69	12	68	28	3
1841	1201	4	0	24	18	36	23	2
563	2250	4	3	24	18	40	29	0
1810	2023	4	3	24	18	63	3	2
735	1851	4	3	24	18	4	25	3
493	1728	4	3	24	18	57	7	1
2324	636	4	3	24	18	96	26	2
2098	159	4	4	24	18	72	17	2
1682	938	4	0	24	18	79	11	2
149	1710	4	4	24	18	42	7	1
1423	976	4	3	24	18	75	26	2
563	1471	4	3	24	18	62	4	0
1831	539	4	4	24	18	49	26	2
2246	2224	4	2	24	18	102	29	0
1204	2052	4	4	24	18	84	13	2
2098	366	4	4	24	18	82	7	1
1682	543	4	4	24	18	37	9	2
4	1056	4	4	24	18	82	7	1
1347	974	4	4	24	18	81	14	1
835	1176	4	0	24	18	57	7	1
2226	231	4	4	24	18	101	18	3
563	2198	4	4	24	18	85	3	2
2305	1623	4	4	24	18	43	7	1
1810	1087	4	4	24	18	1	26	2
735	139	4	3	24	18	11	29	0
2246	1206	4	2	24	18	44	29	0
2246	604	4	2	24	18	102	29	0
493	1873	4	0	24	18	23	26	2
2098	1007	4	4	24	18	48	7	1
1643	402	4	3	24	18	56	26	2
149	841	4	4	24	18	49	26	2
1423	1831	4	1	24	18	1	26	2
1107	321	4	4	24	18	85	3	2
1816	936	4	4	24	18	22	20	2
835	258	4	0	24	18	82	7	1
1841	1393	4	4	24	18	49	26	2
703	2199	4	4	24	18	33	3	2
1205	2178	4	1	24	18	65	21	1
563	1102	4	3	24	18	85	3	2
1831	616	4	4	24	18	84	13	2
1810	1642	4	3	24	18	104	7	1
735	1204	4	3	24	18	102	29	0
2246	894	4	4	24	18	103	0	0
2246	914	4	0	24	18	52	16	0
493	1856	4	0	24	18	49	26	2
1204	253	4	4	24	18	43	7	1
1682	833	4	0	24	18	12	1	2
1423	1354	4	3	24	18	56	26	2
835	321	4	0	24	18	85	3	2
1841	1822	4	4	24	18	12	1	2
703	1613	4	4	24	18	16	7	1
1205	2051	4	1	24	18	84	13	2
1831	1654	4	4	24	18	96	26	2
2246	1386	4	2	24	18	44	29	0
2098	248	4	4	24	18	43	7	1
1682	442	4	4	24	18	84	13	2
1238	1847	4	3	24	18	22	20	2
4	908	4	4	24	18	70	7	1
835	2267	4	0	24	18	101	18	3
2226	252	4	4	24	18	6	5	3
935	215	4	1	22	15	62	4	0
1000	1364	4	0	22	15	90	21	1
1000	1647	4	0	22	15	104	7	1
1671	2147	4	2	22	15	39	30	1
1671	457	4	2	22	15	37	9	2
1671	983	4	3	22	15	57	7	1
1600	1321	4	0	22	15	12	1	2
935	2039	4	0	22	15	6	5	3
373	626	4	4	60	7	72	17	2
373	578	4	4	60	7	105	24	2
373	1817	4	4	60	7	12	1	2
1864	1977	4	1	58	31	92	10	0
1568	1010	4	0	58	31	73	19	0
426	1176	4	4	58	31	57	7	1
2314	2186	4	3	58	31	59	4	0
1864	545	4	2	58	31	5	29	0
873	568	4	2	58	31	77	8	0
1412	2165	4	0	58	31	106	8	0
426	1234	4	4	58	31	77	8	0
593	1453	4	0	58	31	65	21	1
2314	121	4	4	58	31	43	7	1
2314	101	4	4	58	31	104	7	1
1864	1792	4	2	58	31	4	25	3
1508	40	4	2	58	31	78	12	0
2314	1973	4	4	58	31	92	10	0
873	440	4	1	58	31	84	13	2
593	1453	4	0	58	31	65	21	1
1508	59	4	3	58	31	37	9	2
1508	2076	4	3	58	31	51	2	2
2314	2087	4	3	58	31	18	20	2
1153	244	4	4	58	31	92	10	0
1864	38	4	4	58	31	78	12	0
593	558	4	0	58	31	31	19	0
1508	876	4	3	58	31	62	4	0
1151	68	4	0	46	25	9	30	1
1649	903	4	0	46	25	39	30	1
1649	467	4	2	46	25	62	4	0
561	264	4	0	46	25	9	30	1
2011	14	4	2	46	25	81	14	1
1649	2228	4	2	46	25	74	29	0
561	963	4	2	46	25	9	30	1
1977	389	4	0	46	25	81	14	1
1977	469	4	3	46	25	60	29	0
2011	1325	4	4	46	25	79	11	2
561	1496	4	0	46	25	9	30	1
1977	2268	4	0	46	25	101	18	3
1977	1375	4	0	46	25	101	18	3
1770	1844	4	3	46	25	75	26	2
1213	1506	4	4	76	31	66	9	2
2025	833	4	3	76	31	12	1	2
2192	773	4	0	76	31	12	1	2
400	926	4	3	76	31	3	17	2
452	8	4	3	76	31	81	14	1
2079	497	4	0	76	31	65	21	1
335	196	4	3	76	31	36	23	2
1280	1844	4	0	76	31	75	26	2
401	1549	4	3	76	31	64	28	3
1550	497	4	4	76	31	65	21	1
2224	1873	4	0	76	31	23	26	2
53	1797	4	3	76	31	4	25	3
1251	483	4	3	76	31	24	12	0
159	45	4	3	76	31	54	14	1
1921	2041	4	0	76	31	52	16	0
843	485	4	0	76	31	24	12	0
843	1060	4	1	76	31	17	27	0
751	538	4	0	76	31	49	26	2
1526	714	4	4	76	31	84	13	2
1437	552	4	4	76	31	78	12	0
1865	730	4	3	76	31	84	13	2
1803	1154	4	4	76	31	6	5	3
1428	1013	4	4	76	31	24	12	0
1614	1847	4	4	76	31	22	20	2
1666	1680	4	4	76	31	16	7	1
1306	791	4	1	76	31	50	28	3
1096	802	4	0	76	31	90	21	1
2243	2041	4	4	76	31	52	16	0
916	386	4	4	76	31	98	25	3
141	1270	4	3	76	31	23	26	2
914	698	4	2	76	31	26	22	2
296	1735	4	2	76	31	57	7	1
2025	318	4	0	76	31	0	6	0
1026	2111	4	0	76	31	14	9	2
136	1230	4	4	76	31	1	26	2
903	727	4	4	76	31	4	25	3
2040	616	4	0	76	31	84	13	2
400	2103	4	0	76	31	37	9	2
1771	1954	4	4	76	31	105	24	2
482	2176	4	2	76	31	90	21	1
331	80	4	2	76	31	72	17	2
2082	943	4	2	76	31	72	17	2
445	12	4	4	76	31	81	14	1
573	2097	4	4	76	31	25	9	2
573	1926	4	4	76	31	79	11	2
1433	744	4	4	76	31	5	29	0
401	2219	4	3	76	31	60	29	0
1749	567	4	4	76	31	5	29	0
861	868	4	3	76	31	39	30	1
569	317	4	4	76	31	62	4	0
496	40	4	0	76	31	78	12	0
1700	1392	4	3	76	31	84	13	2
2064	672	4	4	76	31	24	12	0
159	443	4	2	76	31	92	10	0
310	901	4	0	76	31	73	19	0
885	1181	4	0	76	31	49	26	2
885	2101	4	0	76	31	37	9	2
843	468	4	4	76	31	62	4	0
843	672	4	4	76	31	24	12	0
865	238	4	2	76	31	90	21	1
751	1321	4	0	76	31	12	1	2
1526	792	4	4	76	31	76	7	1
1037	411	4	0	76	31	49	26	2
2072	2107	4	4	76	31	37	9	2
214	2217	4	1	76	31	60	29	0
1688	2057	4	2	76	31	84	13	2
776	1404	4	4	76	31	6	5	3
1096	492	4	2	76	31	49	26	2
2227	835	4	4	76	31	84	13	2
2243	1172	4	4	76	31	7	16	0
141	1869	4	0	76	31	23	26	2
1532	1554	4	2	76	31	50	28	3
1272	913	4	2	76	31	86	11	2
1542	46	4	3	76	31	24	12	0
2153	1721	4	2	76	31	42	7	1
1548	804	4	2	76	31	14	9	2
910	2105	4	2	76	31	37	9	2
1026	2104	4	2	76	31	37	9	2
2144	701	4	4	76	31	84	13	2
903	2029	4	2	76	31	52	16	0
2040	1824	4	0	76	31	12	1	2
1336	1789	4	2	76	31	4	25	3
1771	1405	4	2	76	31	90	21	1
477	1969	4	2	76	31	18	20	2
335	878	4	2	76	31	62	4	0
1534	330	4	0	76	31	94	15	2
1550	497	4	4	76	31	65	21	1
2061	1738	4	0	76	31	57	7	1
53	1505	4	2	76	31	90	21	1
1819	338	4	4	76	31	65	21	1
26	1627	4	4	76	31	10	7	1
2132	282	4	2	76	31	105	24	2
861	37	4	3	76	31	78	12	0
569	1562	4	4	76	31	50	28	3
496	1325	4	4	76	31	79	11	2
1700	2190	4	3	76	31	27	4	0
1700	389	4	3	76	31	81	14	1
1700	617	4	3	76	31	39	30	1
1311	1789	4	4	76	31	4	25	3
1369	2054	4	2	76	31	84	13	2
2302	866	4	4	76	31	106	8	0
159	1100	4	2	76	31	28	28	3
965	861	4	2	76	31	98	27	0
310	92	4	4	76	31	4	25	3
1921	1900	4	4	76	31	23	26	2
885	710	4	2	76	31	79	11	2
865	1181	4	2	76	31	49	26	2
751	346	4	4	76	31	50	28	3
1602	1427	4	4	76	31	92	10	0
1865	1605	4	4	76	31	104	7	1
2072	899	4	2	76	31	46	25	3
164	1233	4	2	76	31	4	25	3
1306	932	4	4	76	31	84	13	2
776	1039	4	4	76	31	98	27	0
1681	402	4	4	76	31	56	26	2
1096	1642	4	2	76	31	104	7	1
2227	109	4	2	76	31	27	4	0
2243	90	4	2	76	31	14	22	2
916	284	4	4	76	31	24	12	0
2	158	4	2	76	31	74	29	0
1272	1384	4	2	76	31	86	11	2
2153	1491	4	2	76	31	42	7	1
2144	2219	4	4	76	31	60	29	0
1771	1405	4	4	76	31	90	21	1
331	1863	4	0	76	31	83	26	2
477	930	4	0	76	31	104	7	1
1433	822	4	4	76	31	42	7	1
1280	161	4	0	76	31	49	26	2
2342	1951	4	3	76	31	105	24	2
1534	224	4	1	76	31	39	30	1
647	1217	4	0	76	31	7	16	0
2224	2171	4	0	76	31	77	8	0
1819	385	4	4	76	31	46	25	3
26	215	4	4	76	31	62	4	0
37	103	4	3	76	31	27	4	0
496	1170	4	0	76	31	89	2	2
1700	2158	4	3	76	31	3	17	2
1700	2095	4	3	76	31	25	9	2
1369	1214	4	3	76	31	89	2	2
923	1211	4	3	76	31	42	7	1
2064	178	4	4	76	31	24	12	0
159	962	4	2	76	31	66	9	2
310	255	4	0	76	31	6	5	3
885	658	4	3	76	31	79	11	2
843	885	4	4	76	31	27	4	0
843	92	4	0	76	31	4	25	3
550	1995	4	1	76	31	79	11	2
1526	39	4	4	76	31	78	12	0
1602	1173	4	3	76	31	92	10	0
1437	1576	4	4	76	31	15	28	3
1865	597	4	3	76	31	68	28	3
1803	608	4	4	76	31	100	13	2
2072	1723	4	4	76	31	57	7	1
164	2160	4	3	76	31	3	17	2
164	442	4	3	76	31	84	13	2
214	1959	4	3	76	31	26	22	2
1666	1464	4	4	76	31	42	7	1
2227	1674	4	0	76	31	13	7	1
916	2042	4	4	76	31	100	13	2
914	526	4	2	76	31	12	1	2
2153	767	4	2	76	31	4	25	3
296	982	4	4	76	31	57	7	1
2040	1994	4	0	76	31	79	11	2
400	774	4	3	76	31	84	13	2
452	312	4	3	76	31	89	2	2
331	470	4	2	76	31	60	29	0
2082	835	4	1	76	31	84	13	2
445	14	4	4	76	31	81	14	1
2342	1669	4	4	76	31	76	7	1
2342	2152	4	4	76	31	72	17	2
1550	2061	4	4	76	31	97	13	2
53	39	4	4	76	31	78	12	0
669	517	4	2	76	31	39	30	1
37	541	4	3	76	31	62	4	0
496	1561	4	0	76	31	72	17	2
1700	223	4	3	76	31	64	28	3
1311	98	4	4	76	31	6	5	3
1369	2078	4	4	76	31	89	2	2
1251	205	4	3	76	31	89	2	2
242	1746	4	0	76	31	75	26	2
1921	2159	4	4	76	31	3	17	2
885	1462	4	0	76	31	92	10	0
843	1013	4	4	76	31	24	12	0
865	1272	4	2	76	31	90	21	1
966	1104	4	0	76	31	14	9	2
1437	926	4	4	76	31	3	17	2
470	176	4	2	76	31	95	29	0
1051	539	4	0	76	31	49	26	2
1803	611	4	4	76	31	106	8	0
1428	581	4	4	76	31	84	13	2
1614	1519	4	2	76	31	87	15	2
164	884	4	3	76	31	14	9	2
164	1276	4	3	76	31	57	7	1
214	442	4	1	76	31	84	13	2
1306	259	4	0	76	31	40	29	0
776	1797	4	1	76	31	4	25	3
1681	530	4	4	76	31	59	4	0
1096	347	4	4	76	31	50	28	3
2227	1740	4	0	76	31	57	7	1
2243	1212	4	4	76	31	14	22	2
916	1948	4	4	76	31	52	16	0
1532	1394	4	2	76	31	81	14	1
1542	39	4	3	76	31	78	12	0
2153	80	4	2	76	31	72	17	2
2153	2257	4	2	76	31	40	29	0
677	1390	4	3	21	12	40	29	0
468	684	4	4	21	12	56	26	2
863	1697	4	3	21	12	82	7	1
1692	1077	4	1	21	12	79	11	2
1669	187	4	4	21	12	101	18	3
812	1411	4	3	21	12	101	18	3
722	605	4	0	21	12	79	11	2
1789	2141	4	0	21	12	103	0	0
392	1217	4	0	21	12	7	16	0
82	999	4	4	21	12	15	28	3
677	188	4	3	21	12	101	18	3
863	1999	4	3	21	12	79	11	2
863	658	4	3	21	12	79	11	2
1669	2252	4	4	21	12	100	13	2
2259	791	4	4	21	12	50	28	3
1752	194	4	4	21	12	36	23	2
241	1227	4	0	21	12	52	16	0
1581	1018	4	4	21	12	78	12	0
602	207	4	4	21	12	25	9	2
392	1946	4	4	21	12	7	16	0
82	2042	4	4	21	12	100	13	2
262	605	4	0	21	12	79	11	2
468	992	4	4	21	12	102	29	0
43	68	4	2	21	12	9	30	1
1669	1814	4	2	21	12	12	1	2
2259	333	4	4	21	12	64	28	3
